證券代碼	簡稱	年月日	開盤價(元)	最高價(元)	最低價(元)	收盤價(元)	成交量(千股)	成交值(千元)
Y9999  	加權指數     	20180112	10818.24	10899.98	10818.24	10883.96	  6419338	   128002316
2317   	鴻海         	20180115	   92.70	   93.30	   92.40	   93.30	    42031	     3907221
2330   	台積電       	20180115	  240.00	  240.00	  238.00	  240.00	    28576	     6832851
2412   	中華電       	20180115	  108.50	  109.00	  108.50	  109.00	     5295	      576290
Y9999  	加權指數     	20180115	10932.37	10962.55	10911.89	10956.31	  6273636	   127032486
2317   	鴻海         	20180116	   93.60	   93.70	   93.00	   93.40	    40639	     3794403
2330   	台積電       	20180116	  240.00	  240.50	  238.00	  240.50	    23407	     5609009
2412   	中華電       	20180116	  109.00	  109.00	  108.50	  109.00	     9900	     1077891
Y9999  	加權指數     	20180116	10955.81	10986.11	10920.50	10986.11	  6569860	   132985393
2317   	鴻海         	20180117	   92.80	   93.50	   92.60	   93.40	    37263	     3468798
2330   	台積電       	20180117	  240.50	  243.00	  239.00	  242.00	    38118	     9207582
2412   	中華電       	20180117	  108.50	  109.00	  108.50	  109.00	     7829	      852106
Y9999  	加權指數     	20180117	10976.13	11030.22	10942.95	11004.80	  7468213	   148599645
2317   	鴻海         	20180118	   94.10	   94.80	   93.80	   93.80	    56382	     5319182
2330   	台積電       	20180118	  245.00	  250.00	  245.00	  248.50	    50119	    12406562
2412   	中華電       	20180118	  109.00	  109.00	  107.50	  107.50	     9007	      974723
Y9999  	加權指數     	20180118	11048.06	11122.82	11048.06	11071.57	  7149380	   152080528
2317   	鴻海         	20180119	   94.00	   96.90	   94.00	   96.90	   101433	     9732794
2330   	台積電       	20180119	  253.50	  255.50	  251.50	  255.50	    55061	    13975174
2412   	中華電       	20180119	  108.00	  109.00	  107.50	  109.00	     6157	      667003
Y9999  	加權指數     	20180119	11123.58	11150.85	11095.85	11150.85	  6276312	   137049962
2317   	鴻海         	20180122	   97.20	   97.40	   96.10	   96.60	    61170	     5923959
2330   	台積電       	20180122	  257.50	  262.00	  257.00	  261.50	    45907	    11934882
2412   	中華電       	20180122	  108.50	  109.00	  108.00	  108.50	     6607	      718231
Y9999  	加權指數     	20180122	11169.79	11231.46	11142.38	11231.46	  7242725	   150580321
2317   	鴻海         	20180123	   96.00	   96.90	   95.50	   96.90	    50229	     4827590
2330   	台積電       	20180123	  262.50	  266.00	  262.50	  266.00	    34606	     9155080
2412   	中華電       	20180123	  108.50	  109.50	  108.50	  109.00	    12165	     1325306
Y9999  	加權指數     	20180123	11243.49	11270.18	11201.52	11253.11	  7873977	   164930930
2317   	鴻海         	20180124	   96.80	   96.80	   95.80	   95.90	    42324	     4066850
2330   	台積電       	20180124	  263.00	  263.00	  256.50	  258.00	    42600	    11022372
2412   	中華電       	20180124	  109.50	  109.50	  108.50	  108.50	     6745	      734229
Y9999  	加權指數     	20180124	11228.71	11228.71	11107.32	11152.16	  7272231	   148083916
2317   	鴻海         	20180125	   95.20	   96.50	   95.20	   95.40	    56900	     5450068
2330   	台積電       	20180125	  258.00	  264.00	  256.50	  258.00	    46214	    11981089
2412   	中華電       	20180125	  108.50	  109.00	  108.50	  108.50	     7078	      769397
Y9999  	加權指數     	20180125	11154.36	11268.61	11131.85	11165.95	  7802501	   163780823
2317   	鴻海         	20180126	   95.20	   96.10	   95.00	   95.40	    45822	     4377351
2330   	台積電       	20180126	  256.50	  257.50	  253.50	  255.00	    43514	    11101977
2412   	中華電       	20180126	  108.50	  109.00	  108.50	  108.50	     8301	      902868
Y9999  	加權指數     	20180126	11152.53	11178.30	11089.48	11147.10	  6638578	   138815076
2317   	鴻海         	20180129	   95.40	   95.70	   94.50	   94.70	    46205	     4384712
2330   	台積電       	20180129	  259.00	  261.50	  255.00	  258.50	    31306	     8067780
2412   	中華電       	20180129	  109.00	  109.50	  108.50	  109.50	     7228	      789062
Y9999  	加權指數     	20180129	11202.27	11246.18	11161.83	11221.81	  6316563	   132365985
2317   	鴻海         	20180130	   94.20	   94.90	   93.60	   93.60	    38358	     3607754
2330   	台積電       	20180130	  256.00	  257.50	  252.50	  253.00	    37410	     9523980
2412   	中華電       	20180130	  109.00	  109.50	  108.00	  108.00	    13582	     1475797
Y9999  	加權指數     	20180130	11189.57	11189.57	11076.78	11076.78	  6737209	   139209942
2317   	鴻海         	20180131	   92.10	   93.00	   92.10	   92.20	    56868	     5261949
2330   	台積電       	20180131	  253.00	  257.50	  252.00	  255.00	    45807	    11670582
2412   	中華電       	20180131	  108.00	  109.00	  108.00	  108.50	     6960	      756549
Y9999  	加權指數     	20180131	11054.36	11158.29	11007.89	11103.79	  6625691	   135776167
2317   	鴻海         	20180201	   92.60	   94.80	   92.60	   93.50	    40795	     3825133
2330   	台積電       	20180201	  257.50	  261.00	  257.00	  259.50	    30900	     8022694
2412   	中華電       	20180201	  109.00	  110.00	  109.00	  109.00	    10449	     1142837
Y9999  	加權指數     	20180201	11139.40	11212.10	11139.40	11160.25	  6159445	   122834128
2317   	鴻海         	20180202	   93.80	   95.40	   93.70	   95.20	    47972	     4542738
2330   	台積電       	20180202	  259.00	  260.00	  255.00	  259.50	    25707	     6633344
2412   	中華電       	20180202	  109.50	  109.50	  109.00	  109.00	    10658	     1164544
Y9999  	加權指數     	20180202	11151.65	11153.32	11070.43	11126.23	  5567454	   121022800
2317   	鴻海         	20180205	   92.50	   93.50	   92.50	   92.80	    61248	     5692109
2330   	台積電       	20180205	  251.00	  254.50	  250.50	  253.00	    46554	    11742299
2412   	中華電       	20180205	  108.00	  109.00	  108.00	  108.00	    11528	     1251398
Y9999  	加權指數     	20180205	10970.30	10970.30	10855.43	10946.25	  6014356	   130163584
2317   	鴻海         	20180206	   90.60	   91.20	   88.10	   89.20	   143785	    12905089
2330   	台積電       	20180206	  242.50	  243.50	  234.00	  239.00	   104448	    24944565
2412   	中華電       	20180206	  107.00	  107.50	  105.00	  106.50	    18681	     1986637
Y9999  	加權指數     	20180206	10761.01	10761.01	10300.40	10404.00	 10480219	   242496529
2317   	鴻海         	20180207	   91.30	   91.30	   90.00	   90.00	    72117	     6523943
2330   	台積電       	20180207	  245.00	  245.50	  239.50	  240.00	    82299	    19903032
2412   	中華電       	20180207	  107.00	  108.00	  107.00	  107.50	    10803	     1162376
Y9999  	加權指數     	20180207	10547.64	10697.82	10547.64	10551.54	  7521254	   175737274
2317   	鴻海         	20180208	   90.00	   90.40	   89.00	   89.00	    40492	     3623003
2330   	台積電       	20180208	  239.50	  242.00	  238.00	  238.50	    31192	     7468970
2412   	中華電       	20180208	  107.50	  108.00	  107.50	  108.00	     6896	      743630
Y9999  	加權指數     	20180208	10559.44	10609.50	10512.93	10528.52	  6101573	   121754444
2317   	鴻海         	20180209	   86.10	   88.00	   86.10	   87.50	    67539	     5875929
2330   	台積電       	20180209	  230.00	  233.00	  228.50	  232.50	    65939	    15227192
2412   	中華電       	20180209	  106.00	  107.50	  106.00	  107.50	    12728	     1358289
Y9999  	加權指數     	20180209	10371.01	10392.31	10189.04	10371.75	  6421173	   151991264
2317   	鴻海         	20180212	   87.70	   88.60	   87.60	   87.60	    63847	     5609624
2330   	台積電       	20180212	  235.50	  237.50	  235.00	  236.50	    42917	    10113012
2412   	中華電       	20180212	  107.00	  107.50	  106.50	  106.50	    11006	     1179076
Y9999  	加權指數     	20180212	10429.09	10473.51	10416.01	10421.09	  4309653	   110415124
2317   	鴻海         	20180221	   88.20	   89.00	   88.20	   88.20	    61995	     5482551
2330   	台積電       	20180221	  244.50	  244.50	  242.00	  242.50	    76396	    18582475
2412   	中華電       	20180221	  108.00	  109.00	  107.50	  109.00	    10213	     1106719
Y9999  	加權指數     	20180221	10559.79	10720.48	10559.79	10714.44	  6062820	   155037933
2317   	鴻海         	20180222	   87.80	   88.40	   87.60	   87.90	    45588	     4004702
2330   	台積電       	20180222	  244.00	  244.00	  239.00	  239.50	    45492	    10977665
2412   	中華電       	20180222	  108.50	  109.00	  108.00	  108.50	     8626	      937136
Y9999  	加權指數     	20180222	10698.47	10698.47	10620.80	10662.38	  6153849	   128207701
2317   	鴻海         	20180223	   88.10	   89.70	   88.10	   88.90	    53746	     4772559
2330   	台積電       	20180223	  241.00	  245.00	  241.00	  245.00	    26985	     6578657
2412   	中華電       	20180223	  108.50	  109.50	  108.50	  109.50	    10321	     1127152
Y9999  	加權指數     	20180223	10688.97	10799.29	10688.97	10794.55	  6362066	   127871324
2317   	鴻海         	20180226	   89.00	   89.80	   88.80	   88.80	    41008	     3657402
2330   	台積電       	20180226	  247.00	  247.50	  245.00	  246.50	    36165	     8910352
2412   	中華電       	20180226	  109.50	  110.00	  109.50	  110.00	     7916	      869858
Y9999  	加權指數     	20180226	10827.98	10890.69	10827.98	10836.70	  6063669	   122253496
2317   	鴻海         	20180227	   89.50	   89.70	   88.10	   88.10	    41590	     3692299
2330   	台積電       	20180227	  250.50	  250.50	  246.00	  246.00	    44699	    11061945
2412   	中華電       	20180227	  110.00	  110.00	  109.50	  109.50	    10031	     1100891
Y9999  	加權指數     	20180227	10896.16	10937.90	10815.47	10815.47	  6624161	   139740113
2317   	鴻海         	20180301	   87.80	   88.30	   87.50	   87.90	    42073	     3698227
2330   	台積電       	20180301	  244.00	  245.00	  242.00	  243.00	    43847	    10669194
2412   	中華電       	20180301	  108.50	  109.50	  108.50	  108.50	     9165	      998447
Y9999  	加權指數     	20180301	10779.10	10805.55	10709.69	10785.79	  6409193	   131952100
2317   	鴻海         	20180302	   87.20	   87.80	   87.00	   87.80	    28180	     2461227
2330   	台積電       	20180302	  240.00	  241.00	  238.50	  240.00	    35289	     8453712
2412   	中華電       	20180302	  108.00	  108.50	  108.00	  108.00	     6727	      728054
Y9999  	加權指數     	20180302	10719.29	10719.29	10638.98	10698.17	  5540635	   111337800
2317   	鴻海         	20180305	   87.70	   88.10	   87.00	   87.00	    31341	     2738562
2330   	台積電       	20180305	  242.50	  243.00	  240.50	  241.50	    27337	     6607367
2412   	中華電       	20180305	  108.00	  108.50	  108.00	  108.00	     6713	      726394
Y9999  	加權指數     	20180305	10727.45	10756.37	10642.90	10642.90	  5336510	   113690333
2317   	鴻海         	20180306	   88.30	   88.80	   87.80	   88.20	    35392	     3124639
2330   	台積電       	20180306	  245.50	  250.00	  245.50	  250.00	    36945	     9155812
2412   	中華電       	20180306	  109.00	  109.50	  108.50	  109.50	     7726	      842043
Y9999  	加權指數     	20180306	10711.15	10784.34	10711.15	10784.34	  5085558	   112678730
2317   	鴻海         	20180307	   88.60	   90.10	   88.30	   88.50	    44181	     3940688
2330   	台積電       	20180307	  248.00	  248.50	  246.00	  247.00	    30391	     7525601
2412   	中華電       	20180307	  109.00	  110.00	  109.00	  109.50	     7485	      820520
Y9999  	加權指數     	20180307	10762.99	10818.05	10745.32	10745.32	  5642178	   123353694
2317   	鴻海         	20180308	   89.40	   89.90	   88.60	   89.40	    33448	     2990943
2330   	台積電       	20180308	  249.50	  251.50	  249.00	  249.50	    20645	     5172732
2412   	中華電       	20180308	  109.50	  109.50	  109.00	  109.50	     4364	      477570
Y9999  	加權指數     	20180308	10788.43	10852.33	10788.43	10823.24	  6378116	   121435965
2317   	鴻海         	20180309	   91.00	   92.30	   90.30	   91.90	    87372	     8001130
2330   	台積電       	20180309	  250.00	  251.00	  248.50	  250.50	    22887	     5723277
2412   	中華電       	20180309	  109.50	  109.50	  108.50	  109.50	     5798	      633194
Y9999  	加權指數     	20180309	10847.74	10882.76	10845.38	10864.82	  6282166	   125066858
2317   	鴻海         	20180312	   93.90	   94.50	   93.20	   94.30	    88739	     8336163
2330   	台積電       	20180312	  252.00	  255.00	  251.50	  254.00	    25100	     6370529
2412   	中華電       	20180312	  109.00	  109.50	  108.50	  109.00	     8034	      875213
Y9999  	加權指數     	20180312	10908.99	11016.56	10908.99	11002.10	  6991178	   141140409
2317   	鴻海         	20180313	   95.00	   96.50	   94.80	   95.20	    86118	     8235473
2330   	台積電       	20180313	  255.50	  259.00	  255.00	  259.00	    34264	     8816553
2412   	中華電       	20180313	  109.00	  109.00	  108.50	  109.00	     9633	     1048007
Y9999  	加權指數     	20180313	11022.15	11095.63	11014.87	11095.63	  6549500	   134213112
2317   	鴻海         	20180314	   94.10	   94.40	   93.30	   93.30	    49836	     4670636
2330   	台積電       	20180314	  256.50	  257.50	  255.50	  257.00	    24254	     6220805
2412   	中華電       	20180314	  109.00	  109.50	  108.50	  109.00	     5494	      599367
Y9999  	加權指數     	20180314	11063.73	11070.29	11015.47	11038.80	  5974563	   120081381
2317   	鴻海         	20180315	   92.80	   94.70	   92.30	   93.40	    41628	     3886535
2330   	台積電       	20180315	  258.00	  258.00	  255.00	  255.00	    19396	     4965546
2412   	中華電       	20180315	  109.00	  109.50	  108.50	  109.00	     7393	      806279
Y9999  	加權指數     	20180315	11039.60	11052.11	11008.18	11018.45	  5841194	   112950142
2317   	鴻海         	20180316	   94.10	   94.10	   92.80	   92.80	    71628	     6668268
2330   	台積電       	20180316	  253.00	  256.00	  249.50	  255.00	    62989	    15930805
2412   	中華電       	20180316	  109.00	  110.00	  108.50	  110.00	    16766	     1837123
Y9999  	加權指數     	20180316	11010.24	11054.86	10933.46	11027.70	  6617225	   168157244
2317   	鴻海         	20180319	   92.60	   93.50	   92.40	   92.90	    29752	     2763669
2330   	台積電       	20180319	  252.50	  255.50	  251.00	  255.00	    22440	     5679567
2412   	中華電       	20180319	  109.50	  110.00	  109.00	  110.00	     8102	      889746
Y9999  	加權指數     	20180319	11004.81	11066.00	10983.25	11046.90	  5611915	   112041452
2317   	鴻海         	20180320	   92.70	   92.90	   92.40	   92.60	    27906	     2584515
2330   	台積電       	20180320	  253.00	  254.00	  251.50	  253.00	    22335	     5640426
2412   	中華電       	20180320	  109.50	  110.00	  109.00	  109.50	     8287	      909467
Y9999  	加權指數     	20180320	11016.85	11020.78	10981.04	11010.84	  5751472	   111608927
2317   	鴻海         	20180321	   92.20	   92.90	   92.20	   92.40	    28202	     2608174
2330   	台積電       	20180321	  255.00	  255.00	  251.00	  252.50	    32977	     8325162
2412   	中華電       	20180321	  109.50	  110.50	  109.50	  110.50	    13595	     1496426
Y9999  	加權指數     	20180321	11037.35	11072.31	11011.07	11011.07	  6342379	   132782995
2317   	鴻海         	20180322	   93.00	   93.40	   92.40	   92.80	    25353	     2354104
2330   	台積電       	20180322	  254.50	  254.50	  249.50	  251.50	    27000	     6797045
2412   	中華電       	20180322	  110.50	  111.50	  110.50	  111.50	    12039	     1335409
Y9999  	加權指數     	20180322	11045.90	11120.20	10975.33	11005.84	  7131905	   149800516
2317   	鴻海         	20180323	   91.00	   91.60	   90.40	   90.40	    58645	     5331385
2330   	台積電       	20180323	  245.00	  247.00	  244.00	  245.00	    52974	    12994667
2412   	中華電       	20180323	  110.50	  111.00	  110.00	  110.00	     8283	      914138
Y9999  	加權指數     	20180323	10863.67	10863.67	10758.06	10823.33	  6868559	   149767336
2317   	鴻海         	20180326	   89.70	   90.30	   89.70	   90.20	    32305	     2905271
2330   	台積電       	20180326	  241.50	  244.50	  241.50	  243.50	    39487	     9582954
2412   	中華電       	20180326	  110.00	  111.00	  109.50	  111.00	     5376	      593098
Y9999  	加權指數     	20180326	10783.57	10840.05	10781.43	10840.05	  5643019	   120769811
2317   	鴻海         	20180327	   91.00	   91.50	   90.70	   91.20	    30083	     2740851
2330   	台積電       	20180327	  248.00	  251.00	  247.00	  251.00	    31100	     7732298
2412   	中華電       	20180327	  111.00	  112.00	  111.00	  112.00	     8885	      993250
Y9999  	加權指數     	20180327	10901.69	10986.79	10901.69	10986.79	  6348820	   131333756
2317   	鴻海         	20180328	   90.90	   90.90	   90.10	   90.10	    23082	     2088647
2330   	台積電       	20180328	  247.50	  248.00	  244.00	  245.00	    29924	     7349468
2412   	中華電       	20180328	  112.00	  112.50	  111.50	  112.50	     9073	     1018894
Y9999  	加權指數     	20180328	10939.97	10939.97	10853.48	10865.66	  5690925	   117816773
2317   	鴻海         	20180329	   90.00	   90.60	   89.70	   90.00	    30403	     2739496
2330   	台積電       	20180329	  243.00	  247.00	  242.50	  244.00	    36427	     8888435
2412   	中華電       	20180329	  112.50	  112.50	  111.50	  111.50	     7288	      817400
Y9999  	加權指數     	20180329	10855.66	10889.60	10815.46	10845.92	  5468779	   117736719
2317   	鴻海         	20180330	   90.90	   92.30	   90.90	   91.40	    34489	     3160650
2330   	台積電       	20180330	  247.50	  249.50	  246.00	  246.00	    16996	     4212690
2412   	中華電       	20180330	  112.50	  113.00	  112.00	  113.00	    11511	     1298274
Y9999  	加權指數     	20180330	10905.30	10969.22	10905.30	10906.22	  5834021	   115009982
2317   	鴻海         	20180331	   90.10	   90.50	   88.00	   88.50	   136508	    12140468
2330   	台積電       	20180331	  247.50	  249.00	  246.50	  247.50	     3603	      893664
2412   	中華電       	20180331	  113.00	  113.00	  112.50	  113.00	     3738	      421524
Y9999  	加權指數     	20180331	10925.71	10947.16	10905.69	10919.49	  4423640	    76778668
2317   	鴻海         	20180402	   88.50	   89.40	   87.50	   88.10	    54717	     4835468
2330   	台積電       	20180402	  248.50	  249.00	  245.00	  246.50	    19029	     4702581
2412   	中華電       	20180402	  112.50	  113.50	  112.00	  112.50	     9427	     1063387
Y9999  	加權指數     	20180402	10936.26	10969.88	10882.05	10888.27	  5336474	   103301333
2317   	鴻海         	20180403	   87.10	   87.50	   86.90	   87.20	    59828	     5215608
2330   	台積電       	20180403	  243.00	  244.50	  242.00	  244.00	    35813	     8710200
2412   	中華電       	20180403	  112.00	  112.50	  111.50	  112.00	     9326	     1045191
Y9999  	加權指數     	20180403	10837.54	10837.54	10775.45	10821.53	  5301492	   117219886
2317   	鴻海         	20180409	   86.60	   88.00	   86.50	   87.40	    57130	     4977483
2330   	台積電       	20180409	  248.00	  248.00	  243.50	  245.00	    35465	     8716801
2412   	中華電       	20180409	  112.50	  114.00	  112.00	  114.00	    10724	     1208624
Y9999  	加權指數     	20180409	10880.14	10904.75	10829.02	10893.53	  5779699	   132385651
2317   	鴻海         	20180410	   86.80	   87.50	   86.80	   87.00	    35830	     3121816
2330   	台積電       	20180410	  244.50	  249.00	  243.50	  245.50	    25268	     6231896
2412   	中華電       	20180410	  113.50	  114.50	  113.50	  114.50	     9955	     1132894
Y9999  	加權指數     	20180410	10885.64	10975.67	10874.83	10927.18	  6989937	   144177716
2317   	鴻海         	20180411	   87.70	   88.90	   87.30	   87.30	    40026	     3516992
2330   	台積電       	20180411	  246.50	  248.50	  246.50	  248.00	    21777	     5391978
2412   	中華電       	20180411	  114.50	  115.00	  113.50	  114.00	    10727	     1225040
Y9999  	加權指數     	20180411	10961.70	11016.35	10953.31	10974.02	  6297419	   130018447
2317   	鴻海         	20180412	   87.10	   87.50	   86.80	   86.80	    39294	     3419821
2330   	台積電       	20180412	  248.50	  248.50	  244.00	  245.00	    20476	     5028226
2412   	中華電       	20180412	  114.00	  115.00	  113.00	  114.00	     8704	      992927
Y9999  	加權指數     	20180412	10984.12	11008.20	10920.62	10955.29	  5611874	   110833659
2317   	鴻海         	20180413	   87.00	   87.30	   86.90	   87.00	    26216	     2282486
2330   	台積電       	20180413	  246.00	  246.00	  244.00	  244.50	    19946	     4885963
2412   	中華電       	20180413	  113.50	  114.00	  112.50	  113.50	     6502	      736499
Y9999  	加權指數     	20180413	10975.58	10988.23	10938.37	10965.39	  6238785	   125811095
2317   	鴻海         	20180416	   87.10	   88.00	   86.80	   87.60	    25624	     2238279
2330   	台積電       	20180416	  243.00	  244.00	  242.00	  243.50	    21608	     5251556
2412   	中華電       	20180416	  113.00	  113.50	  112.50	  113.00	     4645	      524718
Y9999  	加權指數     	20180416	10962.36	10974.94	10921.17	10954.55	  6409388	   127095002
2317   	鴻海         	20180417	   87.20	   87.30	   86.50	   86.50	    42604	     3696248
2330   	台積電       	20180417	  243.00	  243.50	  237.50	  238.00	    42756	    10232256
2412   	中華電       	20180417	  113.00	  113.50	  112.50	  113.50	     6203	      701359
Y9999  	加權指數     	20180417	10953.51	10965.20	10799.07	10810.45	  6616520	   153987086
2317   	鴻海         	20180418	   86.60	   87.00	   84.80	   84.80	    74089	     6329366
2330   	台積電       	20180418	  239.50	  241.50	  236.50	  238.00	    44768	    10668587
2412   	中華電       	20180418	  113.50	  114.50	  113.50	  114.50	     4714	      537857
Y9999  	加權指數     	20180418	10842.88	10917.60	10809.89	10847.89	  6543380	   148687299
2317   	鴻海         	20180419	   84.00	   85.60	   82.90	   85.00	    69794	     5878505
2330   	台積電       	20180419	  242.00	  244.50	  241.00	  244.50	    33230	     8081404
2412   	中華電       	20180419	  114.00	  114.50	  113.50	  114.00	     6097	      695840
Y9999  	加權指數     	20180419	10891.66	10983.96	10889.71	10971.22	  7111365	   155729651
2317   	鴻海         	20180420	   83.80	   84.40	   83.50	   84.00	    31409	     2637811
2330   	台積電       	20180420	  228.00	  231.50	  228.00	  229.00	   129890	    29837344
2412   	中華電       	20180420	  114.00	  114.50	  113.50	  113.50	     4520	      514718
Y9999  	加權指數     	20180420	10802.42	10831.56	10770.05	10779.38	  6806918	   158059140
2317   	鴻海         	20180423	   83.60	   83.90	   83.00	   83.00	    45407	     3778169
2330   	台積電       	20180423	  226.50	  227.50	  225.00	  226.50	    71901	    16282275
2412   	中華電       	20180423	  113.00	  113.50	  112.50	  112.50	     7554	      852150
Y9999  	加權指數     	20180423	10756.89	10774.73	10687.25	10697.13	  6051313	   137009845
2317   	鴻海         	20180424	   82.30	   82.40	   80.40	   80.60	    71954	     5840550
2330   	台積電       	20180424	  225.00	  227.50	  225.00	  227.00	    45206	    10233860
2412   	中華電       	20180424	  112.50	  112.50	  111.00	  111.00	    10693	     1192221
Y9999  	加權指數     	20180424	10680.38	10692.19	10540.15	10579.50	  6782959	   160373738
2317   	鴻海         	20180425	   79.90	   80.60	   79.50	   80.40	    50379	     4033772
2330   	台積電       	20180425	  225.50	  226.00	  224.00	  225.00	    48975	    11032111
2412   	中華電       	20180425	  111.00	  111.00	  110.00	  110.50	    14312	     1577683
Y9999  	加權指數     	20180425	10541.83	10573.73	10489.20	10559.97	  6351251	   136776817
2317   	鴻海         	20180426	   81.50	   82.00	   80.50	   80.60	    38295	     3103084
2330   	台積電       	20180426	  225.00	  225.50	  221.00	  222.00	    48176	    10766085
2412   	中華電       	20180426	  110.50	  112.00	  110.50	  111.50	     9068	     1010720
Y9999  	加權指數     	20180426	10583.08	10618.68	10478.98	10488.58	  6642525	   141386508
2317   	鴻海         	20180427	   81.40	   81.50	   80.80	   81.50	    27812	     2256543
2330   	台積電       	20180427	  225.00	  225.50	  221.00	  223.50	    34443	     7679131
2412   	中華電       	20180427	  112.50	  113.00	  112.00	  113.00	     4527	      510571
Y9999  	加權指數     	20180427	10546.29	10573.61	10495.67	10553.43	  5884380	   120026035
2317   	鴻海         	20180430	   82.20	   83.00	   81.50	   82.90	    29947	     2472563
2330   	台積電       	20180430	  224.50	  228.00	  222.50	  227.00	    28500	     6448117
2412   	中華電       	20180430	  113.00	  113.00	  112.50	  113.00	     5608	      632713
Y9999  	加權指數     	20180430	10553.41	10660.61	10539.63	10657.88	  6128822	   119038565
2317   	鴻海         	20180502	   83.30	   83.60	   81.70	   81.80	    37067	     3061708
2330   	台積電       	20180502	  227.00	  227.50	  222.50	  223.00	    38436	     8633492
2412   	中華電       	20180502	  112.50	  113.00	  112.00	  112.00	     7936	      891205
Y9999  	加權指數     	20180502	10665.52	10683.90	10601.10	10618.81	  6324416	   129078743
2317   	鴻海         	20180503	   80.30	   80.80	   80.10	   80.10	    50884	     4091084
2330   	台積電       	20180503	  221.00	  222.50	  220.00	  220.50	    33507	     7399813
2412   	中華電       	20180503	  112.00	  112.00	  111.50	  111.50	     6330	      707255
Y9999  	加權指數     	20180503	10578.98	10578.98	10509.03	10514.18	  5841156	   124397511
2317   	鴻海         	20180504	   80.10	   80.90	   80.10	   80.40	    25106	     2021661
2330   	台積電       	20180504	  221.00	  224.00	  220.50	  223.00	    28477	     6330594
2412   	中華電       	20180504	  111.00	  112.00	  111.00	  111.50	     4109	      459137
Y9999  	加權指數     	20180504	10516.45	10566.37	10500.97	10529.37	  5653857	   120828141
2317   	鴻海         	20180507	   81.50	   82.00	   80.60	   81.60	    26861	     2185074
2330   	台積電       	20180507	  225.00	  225.50	  221.50	  223.50	    23751	     5309421
2412   	中華電       	20180507	  112.00	  112.50	  111.50	  112.00	     4919	      549783
Y9999  	加權指數     	20180507	10581.78	10632.62	10555.56	10604.91	  6108995	   126046786
2317   	鴻海         	20180508	   81.30	   82.60	   81.30	   82.60	    28772	     2360714
2330   	台積電       	20180508	  224.00	  228.50	  223.50	  228.00	    40324	     9146327
2412   	中華電       	20180508	  111.50	  112.00	  111.00	  112.00	     7608	      849182
Y9999  	加權指數     	20180508	10610.44	10691.38	10609.04	10691.38	  7064737	   133691609
2317   	鴻海         	20180509	   81.80	   83.10	   81.80	   81.80	    31879	     2618012
2330   	台積電       	20180509	  228.50	  232.00	  228.50	  229.50	    35597	     8188991
2412   	中華電       	20180509	  111.50	  111.50	  110.00	  110.00	     9308	     1033404
Y9999  	加權指數     	20180509	10692.89	10748.60	10689.81	10703.35	  7074991	   135741987
2317   	鴻海         	20180510	   82.30	   83.00	   82.10	   82.90	    25511	     2106731
2330   	台積電       	20180510	  231.00	  231.50	  229.00	  229.50	    27530	     6337230
2412   	中華電       	20180510	  109.50	  110.00	  108.50	  108.50	    16739	     1823981
Y9999  	加權指數     	20180510	10731.68	10782.06	10731.68	10760.21	  7062376	   139276989
2317   	鴻海         	20180511	   84.10	   85.00	   83.60	   85.00	    47533	     4011773
2330   	台積電       	20180511	  232.00	  234.00	  230.50	  233.00	    30693	     7138428
2412   	中華電       	20180511	  109.00	  109.50	  108.50	  109.00	     8114	      884510
Y9999  	加權指數     	20180511	10808.40	10874.63	10808.40	10858.98	  7399223	   165763227
2317   	鴻海         	20180514	   90.40	   90.40	   87.70	   89.00	   128444	    11415306
2330   	台積電       	20180514	  234.50	  234.50	  232.50	  233.00	    23577	     5502726
2412   	中華電       	20180514	  109.00	  109.50	  109.00	  109.00	     8209	      895726
Y9999  	加權指數     	20180514	10938.30	10970.24	10908.86	10952.39	  7222849	   145417795
2317   	鴻海         	20180515	   89.00	   89.00	   86.00	   86.00	    72738	     6340052
2330   	台積電       	20180515	  233.50	  234.00	  229.50	  230.50	    23771	     5493470
2412   	中華電       	20180515	  109.00	  109.50	  108.50	  108.50	     7054	      767923
Y9999  	加權指數     	20180515	10965.08	10978.38	10874.73	10874.73	  7275156	   154261858
2317   	鴻海         	20180516	   85.60	   85.90	   84.10	   84.60	    55360	     4698013
2330   	台積電       	20180516	  229.50	  230.50	  228.50	  230.50	    14834	     3408682
2412   	中華電       	20180516	  108.50	  109.00	  108.00	  108.00	     9030	      977458
Y9999  	加權指數     	20180516	10873.54	10915.74	10865.07	10897.57	  7224691	   138999702
2317   	鴻海         	20180517	   84.80	   85.60	   84.20	   84.20	    28341	     2405685
2330   	台積電       	20180517	  231.00	  231.50	  226.50	  226.50	    27702	     6322484
2412   	中華電       	20180517	  108.50	  109.00	  108.00	  108.50	     6720	      728809
Y9999  	加權指數     	20180517	10911.74	10938.63	10833.81	10833.81	  6908232	   133938722
2317   	鴻海         	20180518	   84.40	   85.00	   83.90	   83.90	    23937	     2018466
2330   	台積電       	20180518	  225.50	  227.50	  223.50	  223.50	    28187	     6327474
2412   	中華電       	20180518	  109.00	  110.00	  108.50	  110.00	     9096	      996124
Y9999  	加權指數     	20180518	10844.09	10893.35	10819.07	10830.84	  6809564	   127800499
2317   	鴻海         	20180521	   84.40	   85.50	   84.40	   85.00	    23998	     2039788
2330   	台積電       	20180521	  225.00	  230.00	  225.00	  229.00	    16417	     3751438
